factory,model,year,city,mileage,price
mercedes-benz,arocs,2021,новокузнецк,300000,10418688
faw,ca3310p66k24t4e5,2022,уфа,77199,5595500
faw,ca3250p66k2t1e5,2020,иркутск,39353,5526007
faw,ca3310p66k24t4e5,2022,новокузнецк,48830,6028700
faw,ca3250p66k2t1e5,2020,иркутск,55550,5741705
sitrak,zz3256v384me,2022,уфа,72974,7593600
faw,ca3310p66k24t4e5,2023,кемерово,37528,5505250
shacman,sx33186t366,2021,новосибирск,265009,4147200
shacman,sx331863366,2022,якутск,19802,8389758
daf,xf106.480,2019,иркутск,530000,9618820
shacman,sx331863366,2022,москва,80570,6819840
sitrak,c7h,2022,москва,219628,5667840
shacman,sx42586v385,2023,якутск,10121,8498073
shacman,sx33186v366,2022,уфа,125122,6073344
shacman,sx33186t366,2020,якутск,164926,4887060
howo,zz3317v386ge1,2021,самара,194436,6644736
faw,ca3310p66k24t4e5,2022,казань,98794,4739000
shacman,sx42586w385c,2023,якутск,14059,7904563
jac,n120,2023,санкт-петербург,41260,5961600
jac,n350,2022,якутск,39634,4854712
камаз,6520-53,2022,москва,108069,4300000
sitrak,zz4186v391he,2023,ижевск,73034,7000000
камаз,6520-b5,2022,москва,25824,4600000
sitrak,c7h,2022,краснодар,105904,6830000
shacman,sx4258y3334,2023,москва,61023,9900000
камаз,6520-b5,2022,москва,93674,4075000
камаз,6520-53,2021,москва,137039,3650000
маз,643008-070-020,2023,воронеж,82240,5000000
камаз,6520-b5,2022,москва,70433,4300000
faw,ca3250p66k24l1te5,2022,сургут,135585,5600000
howo,zz3257v384ge1,2022,уфа,84500,6900000
shacman,sx42584v324,2023,москва,185791,5808844
jac,n,2023,новосибирск,54342,6200000
shacman,sx331863366,2023,саратов,107270,7290000
jac,n,2022,казань,174722,5069000
jac,n,2022,казань,170417,5254000
mercedes-benz,actros,2015,москва,1262010,4590000
sitrak,с7н,2024,ижевск,28038,9623000
sitrak,с7н,2023,ижевск,28038,8870000
faw,ca3310p66k24t4e5,2022,москва,157042,4558000
shacman,sx331863366,2022,якутск,51257,7686144
jac,n,2022,санкт-петербург,213187,5315000
камаз,65806-t5,2021,москва,400000,5929000
камаз,6520-53,2022,иркутск,30952,4415016
man,tgx,2020,казань,585408,10365000
sitrak,с7н,2022,якутск,60694,8690688
shacman,sx331863366,2022,якутск,24256,8317440
shacman,sx331863366,2022,якутск,33495,8116531
daewoo,novus,2019,иркутск,33132,15200000
shacman,sx42584w324c,2022,иркутск,45770,7663104
shacman,sx33186v366,2022,красноярск,127937,6234624
камаз,6520-53,2022,москва,37838,4634000
камаз,6520-53,2022,москва,43163,4114000
sitrak,zz3256v384me,2022,уфа,43690,7557120
sitrak,zz3256v384me,2022,уфа,64482,7464960
маз,643228-8521-012,2022,уфа,47616,7372800
jac,n350,2022,уфа,31591,5622000
man,tgx,2020,ставрополь,431095,11115261
shacman,sx42584v324,2022,красноярск,144464,6345216
jac,n350,2021,красноярск,104668,4884480
камаз,5490-033-87(s5),2021,санкт-петербург,446864,5660000
камаз,5490-033-87(s5),2021,санкт-петербург,435511,5850000
shacman,sx42584v324,2022,красноярск,15833,6635520
hongyan,cq3406hv39,2023,санкт-петербург,97738,5529600
sany,syz320c-8s,2022,санкт-петербург,33314,6949250
shacman,sx3258dv385,2022,санкт-петербург,160000,5913907
камаз,5490-s5,2021,санкт-петербург,291976,5806080
shacman,sx32586t384c,2022,санкт-петербург,73750,5038848
howo,zz3407s3867е,2022,санкт-петербург,87000,6300000
scania,p,2021,самара,499886,11612160
howo,zz3317v386ge1,2021,самара,105283,7649280
howo,zz3317v386ge1,2021,самара,184792,6292800
scania,p,2021,самара,517728,11335680
faw,ca3310p66k24t4e5,2022,нижний новгород,39015,6137000
shacman,sx331863366,2022,набережные челны,61393,7488000
howo,zz3407s3867е,2022,пермь,85000,6318000
faw,ca3250p66k24l1te5,2022,нижний новгород,18490,6503189
faw,ca3250p66k24l1te5,2022,нижний новгород,43771,6634000
faw,ca3250p66k24t1e5,2022,усинск,60000,5786000
faw,ca3250p66k24l1te5,2022,нижний новгород,37469,6769000
faw,ca3250p66k24l1te5,2022,нижний новгород,42211,6724000
shacman,sx32586v384,2022,пермь,77332,6802000
faw,ca3250p66k24l1te5,2022,уфа,30859,6605000
sitrak,с7н,2022,сургут,110977,7730000
shacman,sx3258dt384c,2022,санкт-петербург,67867,4943296
sitrak,с7н,2022,екатеринбург,159203,6728000
faw,ca3310p66k24t4e5,2021,пермь,21456,5418000
sitrak,с7н,2022,екатеринбург,148221,7104000
sitrak,с7н,2022,екатеринбург,151322,6796800
faw,ca3250p66k24t1e5,2022,пермь,18981,6201000
камаз,5490-s5,2021,санкт-петербург,120165,5900000
scania,g,2019,санкт-петербург,283889,7200000
камаз,5490-s5,2021,санкт-петербург,90598,5900000
shacman,sx32586t384c,2021,санкт-петербург,100353,4545000
shacman,sx32586t384c,2021,санкт-петербург,100000,4650000
shacman,sx32586t384c,2021,санкт-петербург,76039,4700000
shacman,sx32586t384c,2021,санкт-петербург,62896,5150000
камаз,6520-6041-53,2019,санкт-петербург,70494,2373672
howo,zz3317v386ge1,2022,иркутск,52520,8539546
faw,ca3250p66k24t1e5,2022,иркутск,20275,6037250
shacman,sx42584w324c,2022,иркутск,43150,7704576
shacman,sx33186v366,2021,набережные челны,110829,6682000
shacman,sx331863366,2022,набережные челны,54734,7557120
маз-ман,642459,2022,уфа,91666,9124000
камаз,43118-50,2022,усть-кут,83000,5894400
маз,6516с9-521-005,2019,улан-удэ,71001,3274992
faw,ca3310p66k24t4e5,2022,нижний новгород,63779,5685750
howo,zz3317v386ge1,2022,иркутск,43404,8386560
hongyan,cq3406hv39,2022,челябинск,51643,6470925
jac,n350,2022,нижний новгород,54752,5537894
shacman,sx33186v366,2023,нижний новгород,22689,8773632
shacman,sx33186w366c,2023,чита,7993,9048268
shacman,sx33186w366c,2023,чита,11247,8991129
shacman,sx33186w366c,2023,чита,8845,9031680
scania,p,2022,сургут,145064,17326080
shacman,sx33186t366,2021,нижний новгород,148224,5944320
faw,ca3250p66k24l1te5,2022,нижний новгород,36217,6430312
faw,ca3250p66k24l1te5,2022,нижний новгород,27233,6498902
hongyan,cq3406hv39,2022,челябинск,72022,6478848
камаз,5490-5p,2022,екатеринбург,312298,6020000
shacman,sx33186t366,2022,казань,99809,5715000
shacman,sx33186t366,2022,екатеринбург,89568,6327000
shacman,sx33186v366,2022,новокузнецк,47341,7252992
камаз,54901-94,2022,курган,128716,7992000
камаз,54901-94,2022,тюмень,121557,8123750
sitrak,zz3316v386me,2023,кемерово,46626,9417600
howo,zz3257v384ge1,2022,томск,102043,6612480
faw,ca3250p66k24t1e5,2022,архангельск,80070,5125250
урал,next,2022,чебоксары,41041,5597760
shacman,sx331863366,2022,новокузнецк,140846,6508800
sitrak,zz3256v384me,2022,новокузнецк,104741,7096320
howo,zz3317v386ge1,2022,новокузнецк,174515,6552576
sitrak,c7h,2023,екатеринбург,150764,6455000
sitrak,zz3316v386me,2022,новокузнецк,39495,8732160
shacman,sx33186t366,2022,новокузнецк,131082,6068736
sany,syz320c-8s,2022,москва,101025,5785500
shacman,sx33186w366c,2022,новокузнецк,13458,8020800
камаз,6522-rt,2021,уфа,86081,7120250
shacman,sx33186v366,2023,уфа,156061,6730000
shacman,sx33186v366,2023,уфа,158705,6400000
shacman,sx331863366,2023,нижний новгород,21065,8758886
shacman,sx331863366,2022,нижний новгород,29536,8404992
hongyan,cq3406hv39,2022,челябинск,59266,6676992
howo,zz3317v386ge1,2022,уфа,122391,7018000
howo,zz3317v386ge1,2023,нижний новгород,50388,8534016
маз,650128-8520-000,2020,нижний новгород,34440,5068800
shacman,sx32586t384,2022,нижний новгород,35031,5875752
howo,zz3257v384ge1,2022,сыктывкар,60600,7006279
man,tgs,2017,сургут,158110,15649350
faw,ca3250p66k2t1e5,2022,братск,17602,5218752
scania,g,2019,набережные челны,381695,7606794
faw,ca3310p66k24t4e5,2022,казань,66176,5506000
man,tgx,2017,кемерово,992361,6790000
камаз,6520-53,2020,санкт-петербург,150000,2832000
howo,zz3407s3867e,2021,санкт-петербург,82933,5395200
shacman,sx33186v366,2022,новокузнецк,92111,6278400
sitrak,zz3316v386me,2021,нижний новгород,125574,7880000
sitrak,zz3316v466me,2022,нижний новгород,138743,8667000
shacman,sx3318dt366,2021,нижний новгород,104645,5599000
shacman,sx33186v366,2021,братск,14135,7264000
shacman,sx32586v385,2022,сургут,57509,7248000
shacman,sx331863366,2023,санкт-петербург,98243,7041600
маз,650128-8520-000,2020,чебоксары,215230,3372500
faw,ca3310p66k24t4e5,2023,кемерово,48367,6298500
faw,ca3310p66k24t4e5,2022,кемерово,130176,5063500
faw,ca3310p66k24t4e5,2023,кемерово,83651,5795000
faw,ca3310p66k24t4e5,2022,кемерово,135366,5016000
камаз,43082-h5,2023,екатеринбург,148974,5159000
mitsubishi,fuso,2022,екатеринбург,132059,4923000
shacman,sx33186t366,2022,новокузнецк,120269,5702400
камаз,5490-s5,2019,кемерово,200000,5390000
маз,650128-8520-005,2020,чебоксары,162304,3011500
shacman,sx33186t366c,2021,москва,318743,3993600
scania,g,2022,санкт-петербург,201300,17170000
scania,g,2021,санкт-петербург,303738,13446000
shacman,sx32586v384,2022,санкт-петербург,92122,6168000
камаз,53504-50,2022,новый уренгой,80000,7104000
камаз,53504-50,2022,новый уренгой,80000,7104000
камаз,53504-46,2017,новый уренгой,92299,4343040
shacman,sx33186t366c,2021,новокузнецк,154197,5038848
камаз,6522-rt,2020,новый уренгой,46703,7039500
shacman,sx32586t366c,2022,кемерово,200202,5049600
faw,ca3250p66k2t1e5,2022,чебоксары,87056,5179200
shacman,sx32586w385с,2022,норильск,35614,6718464
shacman,sx331863366,2022,новокузнецк,84537,6807072
shacman,sx331863366,2022,новокузнецк,77597,6782976
камаз,65222-53,2023,сыктывкар,10538,9100000
shacman,sx33186v366,2022,москва,182456,6194880
faw,ca3250p66k2t1e5,2022,мурманск,19658,5625000
faw,ca3250p66k24t1e5,2023,мурманск,,10990000
faw,ca3250p66k2t1e5,2022,санкт-петербург,55136,5400000
mercedes-benz,actros,2017,санкт-петербург,577522,7061600
камаз,54901-92,2020,санкт-петербург,336609,6570000
daf,xf105.460,2020,санкт-петербург,426172,9960000
маз,6430с9-520-012,2018,ярославль,280786,3562500
shacman,sx3256dr384,2017,москва,96546,3552000
sitrak,zz4186v391he,2023,нижний новгород,99984,6864000
shacman,sx32586v384,2023,магнитогорск,36772,7600000
камаз,54901-94,2022,санкт-петербург,310679,7550000
man,tgx,2021,санкт-петербург,424594,12000000
man,tgx,2021,санкт-петербург,450698,12000000
mercedes-benz,actros,2019,санкт-петербург,750378,8730000
маз,6516с9-521-005,2019,пенза,66290,4200000
faw,ca3310p66k24t4e5,2022,чернушка,103900,5160000
howo,zz3327s3857e,2022,сургут,70100,7030000
sitrak,zz3256v384me,2022,чернушка,62498,7850000
shacman,sx33186w366c,2022,новосибирск,111816,6048000
камаз,65115-48(a5),2023,уфа,27027,7590000
daf,xf,2019,оренбург,776144,8800000
scania,r,2017,санкт-петербург,1411101,6880000
man,tgx,2017,санкт-петербург,978684,7030000
урал,next,2020,санкт-петербург,43521,10760000
man,tgx,2021,санкт-петербург,478243,12000000
iveco,amt,2012,новокузнецк,950575,3360000
shacman,sx331863366,2022,иркутск,40000,7100000
shacman,sx331863366,2022,иркутск,46000,7100000
man,tgx,2021,санкт-петербург,484736,11980000
mercedes-benz,actros,2019,санкт-петербург,663274,8975000
камаз,43118-(rr),2022,сургут,109225,5395200
shacman,sx331863366,2022,якутск,83736,7110000
shacman,sx331863366,2022,якутск,92985,7000000
foton,auman,2022,санкт-петербург,115091,6490000
shacman,sx42586w385c,2022,якутск,49448,6855000
mercedes-benz,actros,2019,санкт-петербург,712532,8840000
mercedes-benz,actros,2019,санкт-петербург,689766,8960000
mercedes-benz,actros,2019,санкт-петербург,473305,8960000
mercedes-benz,actros,2017,санкт-петербург,1359615,6900000
scania,r,2017,санкт-петербург,1507846,6845000
scania,r,2017,санкт-петербург,1507846,6895000
faw,ca3310p66k24t4e5,2022,санкт-петербург,33021,6420000
shacman,sx42584w324c,2022,новокузнецк,71057,6250000
shacman,sx42584w324c,2022,новокузнецк,119835,5830000
faw,ca3310p66k24t4e5,2022,санкт-петербург,38158,6370000
faw,ca3310p66k24t4e5,2022,санкт-петербург,41256,6345000
faw,ca3310p66k24t4e5,2022,санкт-петербург,44079,6315000
shacman,sx331863366,2022,уфа,103790,6660000
scania,r,2017,санкт-петербург,1497957,6845000
shacman,sx42586w385c,2022,якутск,18402,7430000
shacman,sx42586w385c,2022,якутск,60364,6900000
камаз,65117-rs(e5),2018,ижевск,379953,5000000
ивановец,кс-45717к-3,2023,сургут,25372,12260000
shacman,sx42586w385c,2022,красноярск,91898,6400000
газ,c41rb3,2021,чебоксары,133427,3980000
faw,ca3250p66k2t1e5,2022,братск,21800,5171957
маз,534025-585-013,2022,уфа,138356,4821000
howo,zz3317v386ge1,2022,уфа,77249,7425000
howo,zz3317v386ge1,2022,уфа,87044,7420000
faw,ca3310p66k24t4e5,2023,уфа,109690,5400000
mercedes-benz,actros,2019,уфа,664954,8900000
mercedes-benz,actros,2019,уфа,650000,8900000
shacman,sx42586v385,2023,благовещенск,76367,7550000
mercedes-benz,actros,2017,санкт-петербург,627837,7040000
faw,ca3250p66k2t1e5,2022,якутск,72459,5235000
shacman,sx32586v384,2023,новосибирск,118128,6520000
faw,ca3250p66k2t1e5,2022,якутск,31054,5600000
shacman,sx32586v384,2023,новосибирск,97685,6760000
shacman,sx32586v384,2023,новосибирск,111634,6600000
shacman,sx32586v384,2023,новосибирск,70970,7100000
shacman,sx32586v384,2023,новосибирск,114669,6560000
shacman,sx331863366,2021,ростов-на-дону,88030,7730000
faw,ca3250p66k24t1e5,2022,москва,64003,4930000
shacman,sx33186w366c,2022,новосибирск,156306,6340000
faw,ca3250p66k2t1e5,2022,ростов-на-дону,43397,5400000
маз,65012j-8535-000,2019,ростов-на-дону,399842,3905000
паз,320540-04,2023,москва,32412,3430000
mercedes-benz,actros,2022,красноярск,,13640000
faw,ca3310p66k24t4e5,2022,новосибирск,128257,5200000
faw,ca3310p66k24t4e5,2023,новосибирск,102066,5570000
faw,ca3310p66k24t4e5,2022,новосибирск,94287,5452000
howo,zz3317v386ge1,2022,самара,100000,7480000
mercedes-benz,actros,2022,самара,92132,11225000
howo,zz3317v386ge1,2022,самара,282643,6494000
faw,ca3310p66k24t4e5,2022,самара,111252,5065000
faw,ca3310p66k24t4e5,2022,самара,112755,5050000
shacman,sx33186v366,2022,волгоград,150555,5100000
shacman,sx33186v366,2022,волгоград,151234,5100000
howo,zz3407s3867е,2022,саратов,193428,4560000
shacman,sx3258dr384,2019,воронеж,134619,4000000
камаз,65207-87(s5),2018,барнаул,153224,8420000
faw,ca3310p66k24t4e5,2022,ростов-на-дону,129140,5000000
faw,ca3310p66k24t4e5,2022,ростов-на-дону,125344,5030000
камаз,65115-48(a5),2022,санкт-петербург,56529,8940000
howo,zz3407s3867e,2022,самара,298243,4000000
газ,газон,2021,самара,379000,2947000
howo,zz3407s3867e,2022,самара,153318,4785000
камаз,43118-50(e5),2019,уфа,311856,3900000
howo,zz3317v386ge1,2022,уфа,266623,6498000
shacman,sx331863366,2022,балашиха,119595,5250000
faw,ca3310p66k24t4e5,2023,санкт-петербург,150000,6270000
howo,zz3407s3867е,2023,нижневартовск,88674,6270000
howo,zz3407s3867е,2022,нижневартовск,77957,6698000
howo,zz3407s3867е,2022,нижневартовск,93222,6603000
shacman,sx32586t384c,2022,сургут,160209,7200000
shacman,sx32586t384c,2022,сургут,163811,7200000
shacman,sx32586v384,2023,москва,90530,6350000
shacman,sx32586v384,2023,москва,92385,6350000
shacman,sx32586v384,2023,саратов,89849,6300000
man,tgx,2017,санкт-петербург,761050,8150000
камаз,6520-b5,2023,санкт-петербург,9527,5300000
shacman,sx331863366,2023,архангельск,184292,5440000
howo,zz3317v386ge1,2021,набережные челны,141584,6304000
shacman,sx32586t384,2022,казань,118171,5484000
камаз,6520-53,2022,москва,50000,4788633
howo,zz3317v386ge1,2021,самара,109000,6483456
faw,ca3310p66k24t4e5,2022,якутск,48258,5710117
камаз,65201-53,2018,набережные челны,123005,3339250
jac,n,2022,казань,125957,5456000
howo,zz3327s3847e,2022,казань,101263,6245000
howo,zz3257v384ge1,2023,уфа,54166,8018000
shacman,sx33186v366,2022,нижний новгород,166901,5364000
faw,ca3310p66k24t4e5,2022,казань,3602800,5280000
камаз,45144-a5,2012,красноярск,168840,2290545
hino,700,2017,красноярск,210491,5018112
hino,700,2017,красноярск,252187,5018112
howo,zz3407s3867е,2022,пермь,65000,6526000
howo,zz3317v386ge1,2022,уфа,177347,6635520
камаз,65802-s5,2021,екатеринбург,149500,5706000
shacman,sx33186v366,2022,ульяновск,128604,6624000
камаз,65802-s5,2021,сургут,166787,5686000
камаз,5490-dc,2019,нижний новгород,300000,3824640
faw,ca3250p66k2t1e5,2020,иркутск,40000,5650000
sitrak,zz3256v384me,2022,уфа,72378,7280640
камаз,43118-48,2023,уфа,72529,9025000
sitrak,zz3256v384me,2022,уфа,55962,7432704
sitrak,zz3256v384me,2022,уфа,55962,7409664
jac,n350,2022,якутск,16883,4769280
shacman,sx33186t366,2020,якутск,99023,5384724
faw,ca3310p66k24t4e5,2022,казань,83432,5551000
faw,ca3310p66k24t4e5,2022,казань,62780,5722000
faw,ca3310p66k24t4e5,2022,якутск,58673,5766975
faw,ca3310p66k24t4e5,2022,казань,86364,5537000
shacman,sx33186v366,2022,якутск,65440,6660403
камаз,65201-53,2018,саратов,231329,2784213
faw,ca3250p66k2t1e5,2022,якутск,63040,5081149
jac,n350,2021,якутск,16883,4936826
маз,650128-570-000,2022,уфа,63014,4382208
маз,6317f9-571-051,2023,чернушка,6046,7220000
shacman,sx33186v366,2022,якутск,65000,6912000
shacman,sx33186v366,2023,новокузнецк,29057,7885000
howo,zz3317v386ge1,2022,чернушка,77064,7599000
галичанин,кс-55713-5в-1,2021,сургут,29575,11072000
камаз,6520-53,2022,чернушка,49497,4860000
камаз,6520-53(e5),2022,чернушка,4145,6330000
камаз,6520-53(e5),2022,чернушка,43091,5850000
камаз,6520-53(e5),2022,чернушка,12289,6240000
камаз,6520-53(e5),2022,чернушка,97000,5255000
volvo,fh,2015,москва,842880,8290000
shacman,sx32586v385,2023,сургут,84790,6840000
dayun,cgc4250,2023,набережные челны,67626,7350000
shacman,sx32586v385,2023,сургут,77120,6900000
shacman,sx32586v384,2023,москва,100000,5640000
маз,650128-8520-000,2018,москва,277133,2137000
камаз,5490-s5,2017,томск,692296,4055040
faw,ca3310p66k24t4e5,2021,новосибирск,149856,4540478
faw,ca3310p66k24t4e5,2021,новосибирск,137579,4313454
камаз,6520-53,2020,москва,100000,3320000
man,tgx,2018,москва,100000,7156000
jac,n90,2022,москва,82000,4313000
маз,6430е8-530-020,2020,кемерово,345341,4054933
маз,643028-570-012,2022,кемерово,11596,6448363
howo,zz3407s3867е,2022,екатеринбург,57167,6158000
howo,zz3407s3867е,2022,екатеринбург,74000,6077000
howo,zz3317v386ge1,2022,уфа,120969,6710810
howo,zz3407s3867е,2021,нижний новгород,188641,5735000
shacman,sx331863366,2022,екатеринбург,36583,8317000
камаз,65801-т5,2021,нижний новгород,120441,6203000
shacman,sx331863366,2022,москва,35164,7508754
камаз,6522-rt,2020,новосибирск,100876,3361091
камаз,6522-rt,2020,новосибирск,87860,3501610
shacman,sx3318dt366,2021,новокузнецк,100000,3861872
shacman,sx33186v366,2021,новокузнецк,40996,5104373
shacman,sx33186v366,2021,новокузнецк,117000,4549478
маз,551626-580-050,2019,иркутск,25048,2181704
маз,551626-580-050,2019,иркутск,35888,2181704
маз,551626-580-050,2019,иркутск,35716,2181704
jac,n350,2021,якутск,1,5088000
shacman,sx33186t366,2021,красноярск,165470,4478976
камаз,65802-s5,2021,сургут,126558,5139000
камаз,6520-53,2021,пермь,70282,3982000
маз,544028-570-031,2022,чита,4355,5225472
shacman,sx32586t384,2022,сургут,118954,5558000
shacman,sx33186w366c,2022,уфа,132797,5999616
shacman,sx331863366,2022,набережные челны,62762,7488000
shacman,sx33186w366c,2022,пермь,70400,6604185
faw,ca3250p66k24l1te5,2022,нижний новгород,38023,6655937
faw,ca3250p66k24l1te5,2022,нижний новгород,43898,6633375
faw,ca3310p66k24t4e5,2022,нижний новгород,65352,5545862
shacman,sx33186t366,2021,артем,74098,5741568
daf,xf,2016,артем,764114,7801344
shacman,sx33186v366,2022,артем,84714,6709248
галичанин,кс-55729-1в-3,2021,артем,10727,13537500
faw,ca3310p66k24t4e5,2021,свободный,100173,4922000
урал,4320-1912-72e5,2021,комсомольск-на-амуре,18145,7831000
faw,ca3310p66k24t4e5,2021,усть-кут,34056,6164075
shacman,sx32586v384,2022,артем,33393,6962688
sitrak,с7н,2022,артем,36093,8179846
sitrak,с7н,2022,артем,35880,8520672
камаз,6520-73,2014,красноярск,95500,2100971
камаз,6520-73,2014,красноярск,112800,2086041
howo,zz3317v386ge1,2022,пермь,131995,7372800
камаз,65802-s5,2021,сургут,102647,5246322
volvo,fm,2019,комсомольск-на-амуре,517506,9492480
scania,p,2021,самара,479147,11612160
hongyan,cq3406hv39,2022,челябинск,39028,5996851
hongyan,cq3406hv39,2022,челябинск,35000,6041640
scania,p,2021,самара,466301,11147673
камаз,65115-48(a5),2020,пермь,119423,4321170
shacman,sx33186t366c,2021,уфа,201863,4564500
камаз,43118-50,2022,пермь,44641,5745856
shacman,sx3318dt366,2021,нижний новгород,110830,5598720
shacman,sx33186t366,2021,красноярск,164174,4815360
камаз,43118-50,2022,пермь,50308,5839257
faw,ca3310p66k24t4e5,2022,свободный,68031,5152372
howo,zz3317v386ge1,2022,чебоксары,97341,7166000
howo,zz3407s3867е,2022,чебоксары,82015,5562000
shacman,sx33186t366,2022,чебоксары,93341,5690000
sitrak,zz3316v386me,2021,нижний новгород,127996,8128512
howo,zz3317v386ge1,2022,уфа,79123,7580252
man,tgs,2019,сургут,477398,10657622
shacman,sx33186t366,2020,красноярск,182115,4713984
shacman,sx33186t366,2021,красноярск,237366,4414464
маз,6501c9-8520-005,2020,москва,250000,2515000
howo,zz3317v386ge1,2022,красноярск,100520,7694400
howo,zz3317v386ge1,2022,красноярск,96982,7737600
faw,ca3310p66k24t4e5,2022,артем,70000,5387925
faw,ca3250p66k24t1e5,2022,свободный,70000,5184862
камаз,43118-50(e5),2022,артем,,10830000
маз,643028-570-012,2022,артем,34484,5956500
камаз,43118-50,2022,пермь,48519,5746000
shacman,sx33186t366,2021,новокузнецк,148699,4992000
iveco,amt,2013,новокузнецк,859352,3417600
маз,6317f9-571-051,2021,набережные челны,56605,4261000
shacman,sx33186t366,2022,екатеринбург,90000,6031000
камаз,43118-50,2022,пермь,47979,5807000
shacman,sx33186v366,2021,новокузнецк,139446,5760000
faw,ca3310p66k24t4e5,2021,челябинск,186294,4402395
man,tgs,2019,сургут,249883,9775500
маз,65012j-570-000,2022,уфа,88839,4133376
sitrak,zz3256v384me,2022,уфа,64498,7326720
faw,ca3310p66k24t4e5,2022,пермь,91000,5491000
shacman,sx42584v324,2022,ярославль,100000,6375000
iveco,eurocargo,2018,москва,333210,5928000
shacman,sx331863366,2021,санкт-петербург,59245,6969600
howo,zz3407s3867е,2022,екатеринбург,75918,6251000
камаз,65806-t5,2021,иркутск,317895,6355200
daewoo,novus,2023,артем,3335,11664813
маз,651727-310-,2023,чернушка,14357,7748000
маз,643028-570-012,2022,артем,60454,5685750
howo,zz3317v386ge1,2022,артем,76993,7409664
sitrak,с7н,2023,усть-кут,50250,7778304
howo,zz3407s3867е,2022,екатеринбург,90000,6123000
hongyan,cq3406hv39,2022,усинск,113826,5981200
hongyan,cq3406hv39,2022,усинск,63724,5785927
shacman,sx32586t384c,2022,артем,90271,6045696
shacman,sx42586v385,2022,хабаровск,42932,7644672
маз,650108-8230-005,2022,уфа,80443,4776000
маз,650108-8230-005,2022,уфа,59332,5059200
камаз,6522-rt,2021,уфа,70912,7248500
shacman,sx32586t385,2022,сургут,188323,5760000
jac,n120,2022,екатеринбург,163626,5204000
jac,n,2021,пермь,222334,4724000
howo,zz3407s3867е,2022,чернушка,66785,6460000
mitsubishi,fuso,2022,уфа,217012,5000000
jac,n350,2021,красноярск,146259,3628800
sitrak,c7h,2022,самара,250775,6410000
jac,n350,2021,красноярск,132421,3698880
faw,ca3310p66k24t4e5,2022,пермь,93389,5491000
howo,zz3407s3867e,2022,набережные челны,96614,5030400
shacman,sx32586t385,2022,сургут,75000,7090000
маз,6516c9-520-000,2021,чебоксары,138011,4308250
faw,ca3310p66k24t4e5,2023,чита,46356,6075250
howo,zz3407s3867е,2022,набережные челны,83244,5601000
shacman,sx33186t366,2021,киров,172123,4810000
jac,n120,2022,екатеринбург,195431,4925000
jac,n120,2022,екатеринбург,238223,5000000
камаз,43082-h5,2023,екатеринбург,192906,4831000
sitrak,c7h,2022,благовещенск,195000,6290000
mercedes-benz,arocs,2020,артем,277429,10929000
shacman,sx33186v366,2022,артем,55832,6810624
shacman,sx32586v384,2023,комсомольск-на-амуре,35405,7200000
sany,syz320c-8s,2022,пермь,73089,6522000
камаз,65201-53,2019,набережные челны,122818,3388000
камаз,65201-53,2019,набережные челны,109247,3430000
howo,zz3407s3867е,2022,екатеринбург,100000,5803075
shacman,sx42584w324c,2022,нижний новгород,54256,7645000
камаз,43118-50(e5),2022,артем,17375,11425650
faw,ca3310p66k24t4e5,2021,набережные челны,116804,4578000
shacman,sx33186t366c,2021,нижний новгород,56977,6980000
man,tgs,2019,екатеринбург,318484,13177000
man,tgs,2019,екатеринбург,269221,13628000
shacman,sx331863366,2022,новокузнецк,115000,6187200
shacman,sx331863366,2022,новокузнецк,120113,6192000
shacman,sx3256dr384,2017,москва,100882,3553000
faw,ca3310p66k24t4e5,2022,чернушка,107500,5100000
howo,zz3327s3857e,2022,сургут,94000,6700000
газ,газон,2022,ульяновск,133445,4738125
газ,c41r13,2021,самара,318488,3450000
газ,газон,2021,самара,208325,3935000
howo,zz3407s3867e,2022,нижний новгород,179958,4685000
howo,zz3407s3867e,2022,нижний новгород,162617,4800000
газ,c41rb3,2022,казань,231276,4380000
газ,c41rb3,2023,казань,105000,4870000
газ,газон,2019,казань,85000,2833000
howo,zz3407s3867e,2022,уфа,130000,4920000
howo,zz3407s3867e,2022,уфа,297100,4000000
shacman,sx33186w366c,2022,якутск,47987,7080000
shacman,sx33186w366c,2022,якутск,52230,7080000
shacman,sx33186t366,2022,казань,120000,5910000
shacman,sx32586t384c,2022,комсомольск-на-амуре,56926,6830000
howo,zz3407s3867е,2023,нижневартовск,85590,6270000
howo,zz3407s3867е,2023,нижневартовск,96150,6603000
shacman,sx331863366,2022,иркутск,35631,6170000
mercedes-benz,actros,2019,уфа,520871,9176000
камаз,54901-94,2023,казань,252190,6750000
камаз,54901-94,2023,казань,221777,6790000
камаз,54901-94,2023,казань,320000,6300000
камаз,54901-94,2023,казань,204000,6790000
faw,ca3310p66k24t4e5,2023,екатеринбург,101967,5050000
маз,551626-580-050,2019,иркутск,31172,2181704
howo,zz3407s3867е,2022,нижний новгород,100000,4450000
газ,c41rb3,2023,чебоксары,108450,4872000
shacman,sx42586w385c,2023,хабаровск,54358,7060000
shacman,sx32586t384c,2022,хабаровск,35090,6915000
камаз,6520-53,2021,чита,1,2019000
камаз,65801-т5,2021,казань,127415,5942060
камаз,43118-50(e5),2021,артем,99999,11389550
shacman,sx32586w385с,2022,екатеринбург,60000,7418880
камаз,65115-48(a5),2019,пермь,97708,3972000
shacman,sx32586w385с,2022,екатеринбург,72572,7375000
